File,LOC,Coverage
hzproducts\dataarchiving\dataarchivecontroller\unloading\deliverables\pcatformatunloader.cs,4,0
hzproducts\dataarchiving\dataarchivecontroller\unloading\repsegmentunloader.cs,17,0
hzproducts\dataarchiving\dataarchivecontroller\utils\archivejobextension.cs,9,0
hzproducts\dataarchiving\dataarchivecontroller\loading\intervalsetloader.cs,15,0
hzproducts\dataarchiving\dataarchivecontroller\importmachine\jobexecutionstate.cs,10,0
hzproducts\dataarchiving\dataarchivecontroller\unloading\unloaderfactory.cs,2,0
hzproducts\dataarchiving\dataarchivecontroller\loading\loaderfactory.cs,16,0
hzproducts\dataarchiving\dataarchivecontroller\importmachine\archiveimportstate.cs,15,0
hzproducts\dataarchiving\dataarchivecontroller\datacopier\copierfactory.cs,4,0
hzproducts\dataarchiving\dataarchivecontroller\datacopier\calibration\currentcalibration\accumstatcopier.cs,24,0
hzproducts\dataarchiving\dataarchivecontroller\loading\calibration\cataccumulationloader.cs,16,0
hzproducts\dataarchiving\datamodel\beans\maxwellversion.cs,13,30.76923
hzproducts\dataarchiving\datamodel\beans\ensemble.cs,25,100
hzproducts\dataarchiving\datamodel\beans\ts\toolelement.cs,11,63.63636
hzproducts\dataarchiving\datamodel\beans\deliverables\deliverabletemplate.cs,4,100
hzproducts\dataarchiving\datamodel\attributes\externalfileattribute.cs,4,100
hzproducts\dataarchiving\datamodel\beans\survey_summaryrecord\summaryrecord.cs,15,0
hzproducts\dataarchiving\datamodel\beans\survey_summaryrecord\wds.cs,8,50
hzproducts\dataarchiving\datamodel\beans\job.cs,11,100
hzproducts\dataarchiving\datamodel\attributes\deserializeattribute.cs,5,0
hzproducts\dataarchiving\datamodel\beans\channel.cs,5,100
hzproducts\dataarchiving\datamodel\beans\ts\tool.cs,7,42.85714
hzproducts\dataarchiving\datamodel\beans\toolstring.cs,7,85.71429
hzproducts\dataarchiving\datamodel\beans\calibration\catcalicomputation.cs,7,100
hzproducts\dataarchiving\datamodel\beans\calibration\catcalibration.cs,8,50
hzproducts\dataarchiving\datamodel\beans\axis\axis.cs,8,0
hzproducts\dataarchiving\datamodel\beans\ts\surfaceequipment.cs,6,50
hzproducts\dataarchiving\datamodel\attributes\customizedformatattribute.cs,4,100
hzproducts\dataarchiving\datamodel\attributes\propertyloaderattribute.cs,5,0
hzproducts\dataarchiving\datamodel\beans\modification.cs,4,0
hzproducts\dataarchiving\datamodel\beans\calibration\cataccumulation.cs,4,100
hzproducts\dataarchiving\datamodel\beans\deliverables\deliverableset.cs,5,100
hzproducts\dataarchiving\datamodel\beans\ts\equipment.cs,8,100
hzproducts\dataarchiving\datamodel\beans\guidreference.cs,7,42.85714
hzproducts\dataarchiving\datamodel\beans\survey_summaryrecord\wdsstation.cs,10,0
hzproducts\dataarchiving\datamodel\attributes\base64codedattribute.cs,10,50
hzproducts\dataarchiving\datamodel\attributes\ignoreattribute.cs,9,66.66666
hzproducts\dataarchiving\datamodel\beans\dataacquisitionrun.cs,17,47.05882
hzproducts\dataarchiving\datamodel\beans\logicalacquisitionpass.cs,8,62.5
hzproducts\dataarchiving\datamodel\beans\ts\computationensemble.cs,6,50
hzproducts\dataarchiving\datamodel\beans\deliverables\catdeliverable.cs,6,100
hzproducts\dataarchiving\datamodel\beans\ts\toolsegment.cs,7,42.85714
hzproducts\dataarchiving\datamodel\beans\parameter.cs,17,11.76471
hzproducts\dataarchiving\datamodel\util\codecutil.cs,17,17.64706
hzproducts\dataarchiving\datamodel\util\attributeutility.cs,16,75
hzproducts\dataarchiving\datamodel\util\dbentityfactory.cs,13,0
hzproducts\dataarchiving\datamodel\util\loggermanager.cs,9,0
hzproducts\dataarchiving\datamodel\common\const.cs,12,0
hzproducts\dataarchiving\datamodel\beans\axis\axisvalue.cs,3,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkbasegauge.cs,364,15.10989
hzproducts\genericcomponents\gauges\datagaugecontrols2\helperobjects\gaugeitemcollection.cs,42,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\datagaugecontainer.cs,106,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\parameterreader\parameterreader.cs,299,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkemptygauge.cs,160,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\controls\singlegaugeview.cs,207,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\helperobjects\channelbinding.cs,52,5.769231
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\emptymodel.cs,67,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\controls\gaugeview.cs,354,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwksummaryrecordgauge.cs,324,4.938272
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\unitconverter.cs,121,9.917356
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkanaloggauge.cs,142,16.19718
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkparametergauge.cs,143,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkstatuswordgauge.cs,257,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\helperobjects\filter.cs,10,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkdigitalgaugerigfloor.cs,97,2.061856
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkdigitalgauge.cs,73,4.109589
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\fwkbasegaugemodel.cs,256,15.23438
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkbasedigitalgauge.cs,37,21.62162
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\fwkchannelgaugemodel.cs,15,13.33333
hzproducts\genericcomponents\gauges\datagaugecontrols2\interfaces\islbdatagauge.cs,6,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\fwksummaryrecordgaugemodel.cs,3,66.66666
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\gaugeitem.cs,91,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\fwkstatusbitgaugemodel.cs,10,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\models\fwkparametergaugemodel.cs,49,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkstatusbitgauge.cs,103,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\helperobjects\datagaugecatalogschema.cs,2,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\types\fwkdigitalgaugeverticallayout.cs,100,2
hzproducts\genericcomponents\gauges\datagaugecontrols2\layout\gaugefixedcolumnlayout.cs,124,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\layout\gaugeflowlayout.cs,32,0
hzproducts\genericcomponents\gauges\datagaugecontrols2\helperobjects\gaugeviewhelper.cs,38,0
hzproducts\genericcomponents\wellsketchhelper\hzenvironment.cs,541,0
hzproducts\genericcomponents\wellsketchhelper\casingconfighelper.cs,167,89.82036
hzproducts\genericcomponents\wellsketchhelper\zoninghelper.cs,360,20.27778
hzproducts\genericcomponents\wellsketchhelper\definitions.cs,150,24.66667
hzproducts\genericcomponents\wellsketchhelper\wellborediameterandweight.cs,13,46.15385
hzframework\common\fwkrepository\frameworkrepository.cpp,779,32.22079
hzframework\common\fwkrepository\fwkrepositorycollection.cpp,77,42.85714
hzproducts\ensembles\wirelinesession\slbwellservicessession.h,33,0
hzproducts\ensembles\wirelinesession\slbwirelineworkflow.cpp,135,0
hzproducts\ensembles\wirelinesession\slbperfoexpworkflow.h,140,2.142857
hzproducts\ensembles\wirelinesession\slbwellservicesworkflow.h,138,2.173913
hzproducts\ensembles\wirelinesession\wirelinetrajmodule.h,6,0
hzproducts\ensembles\survey\surveyensembles.cpp,120,58.33333
hzproducts\ensembles\dnmsession\dnmslidingmodule.cpp,8,0
hzproducts\ensembles\wirelinesession\wlrmdirmodule.h,6,0
hzproducts\ensembles\wirelinesession\wirelinetrajmodule.cpp,34,0
hzproducts\ensembles\channeldefinition.h,84,63.09524
hzproducts\ensembles\wirelinesession\slbwirelineworkflow.h,160,1.875
hzproducts\ensembles\wirelinesession\slbwirelinermworkflow.h,118,2.542373
hzproducts\ensembles\dnmsession\dnmtrajmodule.cpp,56,0
hzproducts\ensembles\wirelinesession\wldirmodule.h,6,0
hzproducts\ensembles\compositeworkspace\slbcompositeworkspace.cpp,7,0
hzproducts\ensembles\dnmsession\slbdnmworkflow.h,103,100
hzproducts\ensembles\wirelinesession\wldirmodule.cpp,24,0
hzproducts\ensembles\wirelinesession\slbwirelinermsession.h,29,0
hzproducts\ensembles\wirelinesession\slbwirelinesession.h,35,88.57143
hzproducts\ensembles\dnmsession\dnmtrajmodule.h,6,0
hzproducts\ensembles\wirelinesession\slbperfoexpsession.h,33,0
hzproducts\ensembles\compositeworkspace\slbcompositeworkspace.h,1,0
hzproducts\ensembles\dataimportensemble\slbdataimportensemble.h,4,0
hzproducts\ensembles\dnmsession\dnmdirmodule.cpp,91,0
hzproducts\ensembles\survey\surveyensembles.h,6,50
hzproducts\ensembles\dnmsession\dnmtvdmodule.cpp,23,0
hzproducts\ensembles\dnmsession\slbdnmsession.h,99,100
hzproducts\ensembles\wirelinesession\wlrmdirmodule.cpp,24,0
hzproducts\ensembles\dnmsession\dnmtvdmodule.h,6,0
hzproducts\ensembles\dataimportensemble\dataimportensemble.cpp,4,0
hzproducts\ensembles\dnmsession\dnmslidingmodule.h,1,0
hzproducts\ensembles\survey\surveyensemblecommon.h,2,100
hzproducts\ensembles\dnmsession\dnmdirmodule.h,1,0
hzframework\execution\taskrunmanagers\recomputationanalyst.cpp,866,9.815243
hzframework\execution\taskrunmanagers\recomputerun.cpp,3568,0
thirdparty\thrift\thrift\protocol\tvirtualprotocol.h,137,0
hzframework\execution\taskrunmanagers\wizardtaskrunmanagerbase.cpp,480,0.2083333
hzframework\execution\taskrunmanagers\recomputationmanager.cpp,653,29.24962
hzframework\execution\taskrunmanagers\accumtaskrunmanager.cpp,1144,0
hzframework\execution\taskrunmanagers\acqtaskrunmanager.cpp,601,10.9817
hzframework\execution\taskrunmanagers\simpledepthshift\simpledepthshiftstrategyfactory.cpp,15,0
hzframework\execution\taskrunmanagers\recomputationtaskrunmanager.cpp,924,9.090909
hzframework\execution\taskrunmanagers\dataprocessingtaskrunmanager.cpp,537,0
hzframework\execution\taskrunmanagers\assetmemorytaskrunmanager.h,8,0
hzframework\execution\taskrunmanagers\recomputationutility.cpp,516,24.4186
hzframework\execution\taskrunmanagers\calicomptaskrunmanager.cpp,754,0
hzframework\execution\taskrunmanagers\singlestepnetwork.cpp,783,0
hzframework\execution\taskrunmanagers\simpledepthshift\simpledepthshiftanalyst.cpp,100,0
hzframework\execution\taskrunmanagers\test\recomputerunatderived.h,9,0
thirdparty\thrift\thrift\protocol\tbinaryprotocol.tcc,156,0
hzframework\execution\taskrunmanagers\recomputationtaskrunmanager.h,25,56
hzframework\execution\taskrunmanagers\simpledepthshift\removesimpledepthshiftstrategy.cpp,58,0
hzframework\execution\taskrunmanagers\recomputationutility.h,34,5.882353
hzframework\execution\taskrunmanagers\toolcontroltaskrunmanagerbase.cpp,562,0
hzframework\execution\taskrunmanagers\stationtaskrunmanager.cpp,71,0
thirdparty\thrift\thrift\protocol\tprotocol.h,54,0
hzframework\execution\taskrunmanagers\accumtaskrunmanager.h,36,0
thirdparty\boost\boost\smart_ptr\detail\sp_counted_base_w32.hpp,10,0
hzframework\execution\taskrunmanagers\dataprocessingtaskrunmanager.h,23,0
hzframework\execution\taskrunmanagers\calitaskrunmanager.cpp,560,0
hzframework\execution\taskrunmanagers\simpledepthshift\convertsimpledepthshiftstrategy.cpp,31,0
hzframework\execution\taskrunmanagers\grouptaskrunmanagerbase.cpp,173,41.6185
thirdparty\boost\boost\smart_ptr\detail\shared_count.hpp,22,0
hzframework\execution\taskrunmanagers\simpledepthshift\simpledepthshiftcommand.cpp,4,0
hzframework\computationservice\gen-cpp\computationserviceprotocol.h,12,0
hzframework\execution\taskrunmanagers\computationserviceproxy.cpp,131,4.580153
hzframework\execution\taskrunmanagers\recomputationchangerepository.cpp,356,28.93258
hzframework\execution\taskrunmanagers\taskrunmgrs.cpp,35,28.57143
hzframework\execution\taskrunmanagers\toolcontroltaskrunmanager.h,22,0
hzframework\execution\taskrunmanagers\toolcontroltaskrunmanagerbase.h,2,0
thirdparty\boost\boost\smart_ptr\detail\sp_counted_impl.hpp,20,0
hzframework\execution\taskrunmanagers\simpledepthshift\addsimpledepthshiftstrategy.cpp,26,0
hzframework\computationservice\gen-cpp\computationserviceprotocol.cpp,159,0
hzframework\execution\taskrunmanagers\test\recomputerunathelper.cpp,78,0
hzframework\execution\taskrunmanagers\grouptaskrunmanagerbase.h,9,33.33333
hzframework\computationservice\computationconfiguration.h,78,0
hzframework\execution\taskrunmanagers\grouptaskrunmanager.h,18,88.88889
thirdparty\thrift\thrift\tapplicationexception.h,13,0
thirdparty\thrift\thrift\protocol\tbinaryprotocol.h,6,0
hzframework\execution\taskrunmanagers\test\recomputerunatderived.cpp,21,0
hzframework\execution\taskrunmanagers\simpledepthshift\simpledepthshiftstrategy.cpp,29,0
hzframework\execution\taskrunmanagers\computationserviceproxy.h,7,0
hzframework\execution\taskrunmanagers\calicomptaskrunmanager.h,16,0
hzframework\execution\taskrunmanagers\simpledepthshift\simpledepthshiftcommandlist.cpp,18,0
hzframework\execution\taskrunmanagers\stationtaskrunmanager.h,10,0
hzframework\execution\taskrunmanagers\wizardtaskrunmanagerbase.h,2,0
hzframework\execution\taskrunmanagers\recomputerun.h,21,0
hzframework\execution\taskrunmanagers\assetmemorytaskrunmanager.cpp,97,0
hzframework\execution\taskrunmanagers\simpledepthshift\removesimpledepthshiftcommand.cpp,10,0
hzframework\execution\taskrunmanagers\simpledepthshift\updatesimpledepthshiftcommand.cpp,12,0
hzframework\execution\taskrunmanagers\recomputationmanager.h,22,0
hzframework\execution\taskrunmanagers\stationgrouptaskrunmanager.cpp,35,0
hzframework\computationservice\gen-cpp\computationserviceprotocol_constants.cpp,3,100
hzframework\execution\taskrunmanagers\acqtaskrunmanager.h,13,61.53846
hzframework\execution\taskrunmanagers\calitaskhelper.cpp,86,0
thirdparty\boost\boost\system\error_code.hpp,3,100
hzframework\execution\taskrunmanagers\simpledepthshift\addsimpledepthshiftcommand.cpp,17,0
thirdparty\boost\boost\smart_ptr\shared_ptr.hpp,9,22.22222
hzframework\execution\taskrunmanagers\simpledepthshift\simpledepthshiftstrategylist.cpp,17,0
thirdparty\thrift\thrift\tprocessor.h,1,0
hzframework\execution\taskrunmanagers\taskrunmgrs.h,76,36.84211
thirdparty\thrift\thrift\tdispatchprocessor.h,8,0
hzframework\execution\taskrunmanagers\wizardtaskrunmanager.h,9,0
hzframework\execution\taskrunmanagers\taskrunmanager.h,5,80
thirdparty\thrift\thrift\protocol\tprotocolexception.h,13,0
thirdparty\thrift\thrift\thrift.h,1,0
hzframework\execution\taskrunmanagers\stationgrouptaskrunmanager.h,3,100
hzframework\execution\taskrunmanagers\taskrunmanager.cpp,10,0
hzframework\common\medic\hzmedic\slbhzmedic.cpp,1044,20.88123
hzframework\execution\frameworktasks\acqtasks\wlrmrealtimeacqtask.cpp,131,0
hzframework\execution\frameworktasks\acqtasks\wlacqmsgacquiredatamodel.h,1,0
hzframework\execution\frameworktasks\acqtasks\wlcabletrimtasks.cpp,327,1.529052
hzframework\execution\frameworktasks\acqtasks\stationtask.h,133,0
hzframework\execution\frameworktasks\acqtasks\timelapseprocessingtask.cpp,325,9.538462
hzframework\execution\frameworktasks\acqtasks\datafocushelper.cpp,322,0.621118
hzframework\execution\frameworktasks\acqtasks\tffacquiretask.cpp,793,2.774275
hzframework\execution\frameworktasks\acqtasks\commondef.h,11,100
hzframework\execution\frameworktasks\acqtasks\dnmdepthimporttask.cpp,93,3.225806
hzframework\execution\frameworktasks\acqtasks\dnmacquiretasklogger.h,66,0
hzframework\execution\frameworktasks\acqtasks\wlrmprocessingtask.cpp,257,0
hzframework\execution\frameworktasks\acqtasks\wlrmacquisitiontask.cpp,49,2.040816
hzframework\execution\frameworktasks\acqtasks\telemetrydowntask.cpp,37,0
hzframework\execution\frameworktasks\acqtasks\wlacqmsgacquiretask.cpp,368,0.2717391
hzframework\execution\frameworktasks\acqtasks\wlacqmsgprocessingtask.cpp,210,0
hzframework\execution\frameworktasks\acqtasks\wlacqmsgacquiredatamodel.cpp,575,0.3478261
hzframework\execution\frameworktasks\acqtasks\taskrecipehelper.cpp,110,0
hzframework\execution\frameworktasks\acqtasks\dnmrtcalibrationimporttask.cpp,92,7.608696
hzframework\execution\frameworktasks\acqtasks\acqconfiguretask.cpp,252,0
hzframework\execution\frameworktasks\acqtasks\dnmacqconfiguretask.cpp,81,0
hzframework\execution\frameworktasks\acqtasks\dnmdepthimportconfiguretask.cpp,314,0.955414
hzframework\execution\frameworktasks\acqtasks\wlacqmsgrahelper.cpp,212,0
hzframework\execution\frameworktasks\acqtasks\acquisitiontask.cpp,43,0
hzframework\execution\frameworktasks\acqtasks\telemetryuptask.cpp,43,0
hzframework\execution\frameworktasks\acqtasks\acqconfiguretask.h,19,0
hzframework\execution\frameworktasks\acqtasks\recomputetask.h,23,26.08696
hzframework\execution\frameworktasks\acqtasks\tffacquisitiontask.cpp,40,17.5
hzframework\execution\frameworktasks\acqtasks\tffloadacqdatatask.cpp,275,4.727273
hzframework\execution\frameworktasks\acqtasks\acqacquiretask.h,2,0
hzframework\execution\frameworktasks\acqtasks\hspminfoparser.cpp,40,0
hzframework\execution\frameworktasks\acqtasks\acqacquiretask.cpp,76,3.947368
hzframework\execution\frameworktasks\acqtasks\startstationtask.cpp,223,0.4484305
hzframework\execution\frameworktasks\acqtasks\acquisitiontask.h,10,0
hzframework\execution\frameworktasks\acqtasks\acqconnecttohardware.h,80,0
hzframework\execution\frameworktasks\acqtasks\stopstationtask.h,6,0
hzframework\execution\frameworktasks\acqtasks\acqenabletoolpoweruptask.h,124,0
hzframework\execution\frameworktasks\acqtasks\dnmstationacquiretask.cpp,20,30
hzframework\execution\frameworktasks\acqtasks\wlacqmsgprocessingtask.h,13,7.692307
hzframework\execution\frameworktasks\acqtasks\dnmacquiretask.cpp,323,3.71517
hzframework\execution\frameworktasks\acqtasks\acqwlequipmentvalidation.h,45,0
hzframework\execution\frameworktasks\acqtasks\dnmacquisitionholdertask.h,11,100
hzframework\execution\frameworktasks\acqtasks\wltndmaintenancegrouptask.h,7,0
hzframework\execution\frameworktasks\acqtasks\wlrmacquisitionholdertask.h,8,0
hzframework\execution\frameworktasks\acqtasks\startstationtask.h,11,0
hzframework\execution\frameworktasks\acqtasks\timelapseacquisitionholdertask.h,6,100
hzframework\execution\frameworktasks\acqtasks\dnmacquisitiontask.h,8,100
hzframework\execution\frameworktasks\acqtasks\wlacqtaskutility.cpp,38,0
hzframework\execution\frameworktasks\acqtasks\acquisitionholdertask.h,11,0
hzframework\execution\frameworktasks\acqtasks\dnmdepthimportconfiguretask.h,7,100
hzframework\execution\frameworktasks\acqtasks\dnmdepthimporttask.h,7,100
hzframework\execution\frameworktasks\acqtasks\dnmacquisitiontask.cpp,41,0
hzframework\execution\frameworktasks\acqtasks\tffacquisitionholdertask.h,8,100
hzframework\execution\frameworktasks\acqtasks\wltnddiagnosticgrouptask.h,2,0
hzframework\execution\frameworktasks\acqtasks\dnmacqconfiguretask.h,7,100
hzframework\execution\frameworktasks\acqtasks\wlrmprocessingtask.h,4,0
hzframework\execution\frameworktasks\acqtasks\wltndshopgrouptask.h,2,0
hzframework\execution\frameworktasks\acqtasks\wlrmacquisitiontask.h,13,0
hzframework\execution\frameworktasks\acqtasks\wlrmrealtimeacqtask.h,7,0
hzframework\execution\frameworktasks\acqtasks\wltndbertorgrouptask.h,2,0
hzframework\execution\frameworktasks\acqtasks\wltndcheckgrouptask.h,2,0
hzproducts\uiservers\slbequipmentsetup.cpp,528,50.75758
hzproducts\uiservers\slbequipmgruiserver.cpp,4943,23.40684
hzproducts\uiservers\wlacqusitionuiserver.cpp,1916,0.1565762
hzproducts\uiservers\hspmacquiserver.cpp,3729,13.51569
hzproducts\uiservers\wirelinerm_uis.cpp,1691,0.3548196
hzproducts\uiservers\workflowuiserver.cpp,2858,34.49965
hzproducts\uiservers\slbequipmentparameter.cpp,2255,21.33038
hzproducts\uiservers\wlacqmsgloaduiserver.cpp,446,1.569507
hzproducts\uiservers\slbunitsystemeditoruiserver.cpp,1908,7.54717
hzproducts\uiservers\slbstationmgruiserver.cpp,512,1.367188
hzproducts\uiservers\slbequipmentproperty.cpp,4011,2.867115
hzproducts\uiservers\timelapseuiserver.cpp,397,0
hzproducts\uiservers\surveymanageruiserver.cpp,1132,5.035336
hzproducts\uiservers\recmodeuiserver.cpp,2264,5.388692
hzproducts\uiservers\thrubittimecorrection.cpp,237,1.265823
hzproducts\uiservers\wlacqmsgloadmodel.cpp,163,0
hzproducts\uiservers\slbrunmanageruiserver.h,24,100
hzproducts\uiservers\slbrunmanageruiserver.cpp,2891,19.05915
hzproducts\uiservers\slbequipmentshare.cpp,1165,43.51931
hzproducts\uiservers\recomputationuis.cpp,1455,11.61512
hzproducts\uiservers\completionbshelper.cpp,218,18.80734
hzproducts\uiservers\composerlist.cpp,152,38.15789
hzproducts\uiservers\slbequipmentdescription.cpp,852,1.760563
hzproducts\uiservers\timelapseworkspace.cpp,60,0
hzproducts\uiservers\splicemgruis.cpp,308,20.45455
hzproducts\uiservers\acqcalibuiserver.cpp,2941,0.06800408
hzproducts\uiservers\slbequipmentbuilder.cpp,2376,37.71044
hzproducts\uiservers\equipmentmgruisutility.h,69,10.14493
hzproducts\uiservers\calibrationuiserverimpl.h,14,0
hzproducts\uiservers\paramhelper.cpp,426,36.15023
hzproducts\uiservers\setupcalibuiserver.cpp,203,0
hzproducts\uiservers\selfidlauncher.h,7,14.28571
hzproducts\uiservers\catcalibrationchecker.cpp,61,0
hzproducts\uiservers\calibrationuiserverimpl.cpp,1001,0
hzproducts\uiservers\slbalarmsmanageruiserver.cpp,2955,10.72758
hzproducts\uiservers\acquisitionserviceconfigbuilder.cpp,59,0
hzproducts\uiservers\slbequipmentcalibration.cpp,343,9.329446
hzproducts\uiservers\userdefinedcompositeuis.cpp,45,0
hzapi\include\xmlelementoperations.h,102,37.2549
hzproducts\uiservers\selfidtoolstringupdater.cpp,184,0
hzapi\include\xmlelementiterator.h,13,100
hzproducts\uiservers\workflowxmltemplate.h,6,100
hzproducts\uiservers\commandhandlervieweruiserver.h,6,0
hzproducts\uiservers\thrubittimecorrection.h,8,0
hzproductsapi\baseimpl\uiserverimpl.h,6,0
hzproducts\uiservers\tnddeleteconcisedetailhelper.cpp,71,0
hzproducts\uiservers\datastorehelper.h,7,100
hzproducts\uiservers\hspmacquiserver.h,25,56
hzproducts\uiservers\ltslinkupinfobuilder.cpp,132,0
hzproducts\uiservers\slbequipmentcomputation.cpp,221,12.21719
hzproducts\uiservers\commandhandlervieweruiserver.cpp,528,0
hzproducts\uiservers\slbunitsystemeditoruiserver.h,3,0
hzproducts\uiservers\toolchecker.cpp,40,0
hzproducts\uiservers\splicemgruis.h,9,0
hzproducts\uiservers\timelapseruninfo.cpp,76,0
hzproducts\uiservers\recmodeuiserver.h,21,100
hzproducts\uiservers\slbequipmentshare.h,5,100
hzproducts\uiservers\workflowuiserver.h,23,30.43478
hzproducts\uiservers\stableintervaluis.cpp,249,0
hzproducts\uiservers\wirelinerm_uis.h,24,0
hzproducts\uiservers\slbstableintervaluitask.h,13,0
hzproducts\uiservers\wlacqmsgloadmodel.h,10,10
hzproducts\uiservers\catcalicollectionpopulator.cpp,109,0
hzproducts\uiservers\datastorehelper.cpp,97,13.40206
hzproducts\uiservers\acqcalibuiserver.h,33,0
hzproducts\uiservers\selfidlauncher.cpp,20,0
hzproducts\uiservers\recomputationuis.h,23,60.86956
hzproducts\uiservers\wlacqusitionuiserver.h,25,0
hzproducts\uiservers\calibxmltemplate.h,2,100
hzproducts\uiservers\surveymanageruiserver.h,19,100
hzproducts\uiservers\slbequipmgruiserver.h,41,92.68293
hzproducts\uiservers\slbequipmentproperty.h,11,100
hzproducts\uiservers\wirelinermuishelper.cpp,20,0
hzproducts\uiservers\stableintervaluis.h,3,0
hzproducts\uiservers\setupcalibuiserver.h,3,0
hzproducts\uiservers\slbequipmentparameter.h,10,0
hzproductsapi\baseimpl\uiserverimpl.cpp,479,43.84134
hzproducts\editors\datacentral\composer\composerimpl.cpp,1083,3.970453
hzproducts\editors\datacentral\composer\datarepository.cpp,1202,9.484193
hzapi\include\xmlparser.h,220,0
hzproducts\editors\datacentral\composer\userdefinedcomposer.cpp,407,12.53071
hzproducts\editors\datacentral\composer\compositecontext.cpp,447,2.684564
hzproducts\editors\datacentral\composer\datarepository.h,33,9.090909
hzproducts\editors\datacentral\composer\udcdatarepository.cpp,362,2.762431
hzproducts\editors\datacentral\composer\asyncupdatecomposition.cpp,21,9.523809
hzproducts\editors\datacentral\composer\composerimpl.h,2,100
hzproducts\editors\datacentral\composer\wellcomposer.cpp,263,71.86312
hzproducts\editors\datacentral\composer\toolstringhandlerlist.cpp,24,8.333333
hzproducts\editors\datacentral\composer\manualcomposer.cpp,66,0
hzproducts\editors\datacentral\composer\manualcomposer.h,1,0
hzproducts\editors\datacentral\composer\wellcomposer.h,1,100
hzframework\utilities\genericroutines\complexroutines.h,8,0
hzframework\utilities\genericroutines\variantroutines.h,8,75
hzframework\utilities\genericroutines\variantroutines.cpp,29,0
hzframework\utilities\genericroutines\base64routines.cpp,27,0
hzframework\utilities\genericroutines\base64routines.h,1,0
hzframework\utilities\genericroutines\complexroutines.cpp,14,0
hzapplications\stethoscope\common\equipment\tst_element_quartzdyne.cpp,46,0
hzapplications\dnm_common\station\ctfndr_bmodimpl.cpp,32,0
hzapplications\stethoscope\swft\acquisition\swft_acqmodule.cpp,22,0
hzapplications\stethoscope\common\equipment\tst_gaugesdefinition.h,11,100
hzapplications\stethoscope\swft\acquisition\swft_rtchannels.h,2,100
hzapplications\stethoscope\common\tst_parameter.h,24,91.66666
hzapplications\stethoscope\common\acquisition\tst_acqmoduleimpl.cpp,484,0
hzapplications\stethoscope\common\computation\pretestvolumegenerator\tst_pretestvolumegenerator.cpp,10,0
hzapplications\stethoscope\common\calibration\tst_calibration.h,44,100
hzapplications\stethoscope\common\acquisition\tst_tffmoduleimpl.cpp,84,0
hzapplications\stethoscope\common\utility\fpwdrttextfile\tst_fpwdrttxtfiledatadef.h,1,100
hzapplications\dnm_common\station\sgf_bmodimpl.cpp,139,0
hzapplications\stethoscope\common\acquisition\tst_acqdpointmapping.cpp,72,0
hzapplications\stethoscope\common\computation\pressurecomputation\tst_gaugecompcommon.cpp,24,0
hzapplications\stethoscope\swft\equipment\swftbattsubtoolelement.cpp,33,90.90909
hzapplications\stethoscope\swft\computation\ecd\swft_ecdmodules.cpp,4,0
hzapplications\stethoscope\common\utility\fpwdrttextfile\tst_fpwdrttxtfile.cpp,440,0
hzapplications\stethoscope\common\equipment\tst_element_drillcollar.cpp,82,75.60976
hzapplications\stethoscope\common\computation\ecd\tst_convert_psia_psig.h,31,0
hzapplications\stethoscope\swft\equipment\swftuhxostoolelement.cpp,10,100
hzapplications\stethoscope\common\utility\statusalarm\tst_statusalarms_bmodimpl.cpp,45,0
hzapplications\dnm_common\station\cphyb4_bmodimpl.cpp,36,0
hzapplications\stethoscope\common\acquisition\tst_acqmodule.cpp,20,0
hzapplications\stethoscope\swft\acquisition\swft_stationgrouptask.cpp,2,100
hzapplications\stethoscope\swft\equipment\swftmidxostoolelement.cpp,10,30
hzapplications\stethoscope\swft\equipment\swftgaugeelements.cpp,24,75
hzapplications\dnm_common\station\cpfndr_bmodimpl.cpp,28,0
